simulated time	num cells	num division	num death	wall time
27720	1265	7	5	1.96778
27780	1265	3	3	2.08063
27840	1266	5	4	2.20466
27900	1269	9	6	1.96287
27960	1268	2	3	2.16663
28020	1267	3	4	2.17684
28080	1263	3	7	2.04778
28140	1264	4	3	2.05213
28200	1265	6	5	2.11425
28260	1263	2	4	2.01615
28320	1263	4	4	1.99793
28380	1263	5	5	1.95155
28440	1269	9	3	1.90586
28500	1271	5	3	2.18112
28560	1272	4	3	2.11436
28620	1273	6	5	1.9389
28680	1280	10	3	1.90654
28740	1282	4	2	2.02
28800	1281	5	6	2.06972
28860	1278	4	7	2.03052
28920	1275	3	6	1.9484
28980	1275	5	5	1.91385
29040	1278	6	3	2.00945
29100	1277	5	6	1.97242
29160	1281	4	0	1.92238
29220	1282	3	2	2.01694
29280	1287	6	1	2.25391
29340	1289	6	4	2.06798
29400	1296	9	2	1.89484
29460	1300	7	3	2.05409
29520	1303	5	2	2.01246
29580	1313	11	1	1.92026
29640	1316	6	3	2.0036
29700	1320	6	2	2.07709
29760	1319	3	4	2.02351
29820	1317	2	4	1.99597
29880	1320	6	3	2.06004
29940	1318	1	3	1.91889
30000	1316	4	6	2.12113
30060	1316	8	8	1.98816
30120	1315	6	7	1.90851
30180	1317	5	3	2.13682
30240	1323	8	2	1.99552
30300	1324	4	3	2.02969
30360	1328	9	5	2.18421
30420	1327	6	7	1.93596
30480	1325	3	5	2.01603
30540	1324	5	6	2.09355
30600	1326	5	3	1.96862
30660	1329	6	3	2.12854
30720	1326	3	6	2.175
30780	1328	6	4	2.02259
30840	1325	1	4	2.03152
30900	1325	7	7	2.17392
30960	1327	6	4	2.31436
31020	1328	4	3	2.02755
31080	1330	6	4	1.96751
31140	1331	4	3	2.027
31200	1333	3	1	2.00996
31260	1333	2	2	2.03749
31320	1327	2	8	1.89529
31380	1328	3	2	2.01478
31440	1326	3	5	1.98198
31500	1326	3	3	2.11445
31560	1327	6	5	2.10806
31620	1329	5	3	2.0651
31680	1331	6	4	2.01391
31740	1330	6	7	2.03367
31800	1325	2	7	2.19295
31860	1326	4	3	2.0876
31920	1326	3	3	2.01089
31980	1328	5	3	1.91589
32040	1326	2	4	2.57734
32100	1322	1	5	2.2027
32160	1323	5	4	2.55449
32220	1321	4	6	2.41148
32280	1321	6	6	2.26972
32340	1319	2	4	1.95842
32400	1316	2	5	2.14354
32460	1316	3	3	2.02819
32520	1318	3	1	2.0855
32580	1318	3	3	2.06
32640	1319	4	3	1.93745
32700	1320	5	4	2.05805
32760	1324	8	4	2.10616
32820	1320	3	7	1.9092
32880	1316	2	6	1.94764
32940	1314	2	4	2.04054
33000	1313	5	6	2.00828
33060	1311	3	5	2.12993
33120	1312	8	7	2.00092
33180	1310	3	5	2.03392
33240	1303	1	8	2.01776
33300	1304	6	5	2.14773
33360	1308	6	2	1.97802
33420	1310	4	2	2.00407
33480	1308	3	5	2.0005
33540	1313	6	1	2.07056
33600	1315	4	2	2.06805
33660	1316	6	5	2.20164
33720	1319	4	1	1.953
33780	1321	6	4	2.00952
33840	1323	7	5	1.97673
33900	1326	6	3	2.17666
33960	1329	7	4	2.23117
34020	1328	2	3	2.04831
34080	1329	3	2	2.03416
34140	1334	5	0	2.06148
34200	1337	8	5	2.073
34260	1338	3	2	1.96448
34320	1339	3	2	2.14863
34380	1338	6	7	2.24899
34440	1337	5	6	2.1217
34500	1333	2	6	2.10209
34560	1332	4	5	2.04805
34620	1331	2	3	2.10652
34680	1329	5	7	2.04707
34740	1328	3	4	1.9948
34800	1331	7	4	2.10423
34860	1334	5	2	2.20808
34920	1328	0	6	1.9755
34980	1327	3	4	1.98794
35040	1327	3	3	2.08009
35100	1328	8	7	2.04219
35160	1334	8	2	1.97177
35220	1337	7	4	2.13616
35280	1340	7	4	2.09824
35340	1336	2	6	2.10561
35400	1333	4	7	2.15624
35460	1334	5	4	1.89126
35520	1335	3	2	1.9359
35580	1338	10	7	2.39037
35640	1338	4	4	2.06531
35700	1335	5	8	2.3408
35760	1339	6	2	2.17559
35820	1340	3	2	2.17026
35880	1336	2	6	2.21014
35940	1336	2	2	2.25082
36000	1337	3	2	2.10705
36060	1342	7	2	2.75043
36120	1346	4	0	2.62367
36180	1347	4	3	2.30422
36240	1346	5	6	2.16216
36300	1342	3	7	2.14018
36360	1344	5	3	2.08753
36420	1348	6	2	2.19864
36480	1347	2	3	2.23623
36540	1345	2	4	2.01001
36600	1345	5	5	2.05565
36660	1352	8	1	2.03098
36720	1353	7	6	1.99998
36780	1352	4	5	2.0747
36840	1350	4	6	2.31024
36900	1354	7	3	2.10182
36960	1346	1	9	2.01095
37020	1343	4	7	2.08119
37080	1345	6	4	1.96182
37140	1347	6	4	2.10697
37200	1341	1	7	1.98583
37260	1336	2	7	2.23485
37320	1336	2	2	2.07589
37380	1334	4	6	2.02452
37440	1339	5	0	1.93138
37500	1338	0	1	1.91746
37560	1340	4	2	2.10866
37620	1344	5	1	2.07866
37680	1346	5	3	2.07714
37740	1347	3	2	2.30329
37800	1351	6	2	2.57583
37860	1355	7	3	2.60854
37920	1359	9	5	2.31126
37980	1362	8	5	2.21837
38040	1363	4	3	2.28725
38100	1365	5	3	2.20879
38160	1369	6	2	2.1644
38220	1376	8	1	1.97346
38280	1380	7	3	1.98151
38340	1380	4	4	1.99925
38400	1382	7	5	2.10773
38460	1375	2	9	2.07061
38520	1380	9	4	2.09752
38580	1377	2	5	1.97602
38640	1380	4	1	2.09419
38700	1381	6	5	2.1492
38760	1385	8	4	2.2482
38820	1386	4	3	2.17214
38880	1390	8	4	2.29552
38940	1395	8	3	2.00683
39000	1397	6	4	2.12815
39060	1398	3	2	2.07048
39120	1397	6	7	2.038
39180	1398	3	2	2.14848
39240	1399	5	4	2.04064
39300	1403	7	3	2.19731
39360	1408	7	2	2.0247
39420	1407	4	5	2.29198
39480	1402	2	7	2.00938
39540	1399	2	5	2.09681
39600	1395	2	6	1.96289
39660	1395	7	7	1.95142
39720	1388	3	10	2.18562
39780	1389	5	4	2.11817
39840	1391	6	4	2.05564
39900	1393	6	4	2.16824
39960	1392	6	7	2.00595
40020	1391	1	2	2.12618
40080	1396	9	4	2.03588
40140	1396	6	6	2.0624
40200	1399	5	2	2.05755
40260	1399	5	5	2.13417
40320	1392	2	9	2.00111
40380	1396	7	3	1.95855
40440	1395	2	3	2.02741
40500	1391	2	6	2.17213
40560	1387	2	6	2.00986
40620	1388	6	5	2.09265
40680	1389	4	3	1.95811
40740	1394	8	3	2.06101
40800	1396	4	2	2.22734
40860	1398	5	3	2.0845
40920	1401	6	3	2.08348
40980	1398	2	5	1.99005
41040	1397	2	3	2.22318
41100	1398	3	2	2.10586
41160	1398	4	4	2.09515
41220	1398	3	3	2.01718
41280	1401	5	2	2.04401
41340	1405	8	4	2.0968
41400	1406	3	2	2.14045
41460	1412	9	3	2.0811
41520	1415	8	5	1.99828
41580	1417	6	4	1.96264
41640	1419	6	4	2.11462
41700	1420	5	4	1.9554
41760	1426	7	1	2.01698
41820	1429	9	6	2.16736
41880	1433	5	1	2.11616
41940	1439	10	4	2.3919
42000	1441	6	4	2.05092
42060	1444	7	4	2.39682
42120	1445	3	2	2.29026
42180	1450	7	2	2.50775
42240	1449	1	2	2.88529
42300	1454	10	5	2.37242
42360	1454	5	5	2.06277
42420	1456	4	2	2.06694
42480	1456	6	6	2.26223
42540	1458	3	1	2.1192
42600	1462	8	4	2.20982
42660	1460	3	5	2.10508
42720	1465	6	1	2.03908
42780	1467	3	1	2.08906
42840	1471	5	1	2.00137
42900	1471	6	6	2.33728
42960	1475	6	2	2.07901
43020	1475	2	2	2.0551
43080	1477	4	2	1.97793
43140	1475	1	3	2.12053
43200	1471	3	7	2.11608
43260	1471	3	3	2.07848
43320	1472	4	3	2.11423
43380	1474	4	2	2.64
43440	1475	4	3	2.56198
43500	1477	7	5	2.5941
43560	1470	3	10	2.34647
43620	1475	8	3	2.01512
43680	1473	1	3	2.1012
43740	1472	3	4	2.06052
43800	1466	3	9	2.26978
43860	1465	3	4	2.01504
43920	1462	4	7	2.049
43980	1468	8	2	2.15677
44040	1465	5	8	2.05176
44100	1469	8	4	2.17314
44160	1471	8	6	2.19852
44220	1464	2	9	2.34627
44280	1461	3	6	2.16259
44340	1459	4	6	2.08752
44400	1458	6	7	2.04496
44460	1456	4	6	2.18721
44520	1454	2	4	2.07399
44580	1455	4	3	2.01082
44640	1449	1	7	2.056
44700	1443	1	7	2.061
44760	1440	2	5	2.00798
44820	1441	5	4	1.98256
44880	1445	6	2	2.11362
44940	1445	4	4	2.09659
45000	1450	11	6	2.17721
45060	1447	3	6	2.02351
45120	1451	5	1	2.13594
45180	1451	5	5	2.08104
45240	1455	6	2	1.998
45300	1452	2	5	2.38472
45360	1454	5	3	2.10368
45420	1457	8	5	2.21717
45480	1459	7	5	2.18825
45540	1460	4	3	2.08062
45600	1459	4	5	2.12611
45660	1454	3	8	2.02297
45720	1448	2	8	1.99047
45780	1451	6	3	2.12882
45840	1449	2	4	2.09359
45900	1455	8	2	2.052
45960	1460	7	2	2.17816
46020	1462	5	3	2.07162
46080	1460	1	3	2.04666
46140	1458	3	5	2.25391
46200	1457	3	4	2.21718
46260	1459	7	5	1.99203
46320	1461	5	3	2.2092
46380	1461	6	6	2.05702
46440	1465	6	2	2.09593
46500	1461	4	8	2.40369
46560	1459	8	10	2.47123
46620	1459	4	4	2.5823
46680	1456	2	5	2.52299
46740	1458	5	3	2.66509
46800	1463	7	2	2.08947
46860	1464	5	4	2.02402
46920	1469	6	1	2.22674
46980	1468	5	6	2.02097
47040	1472	6	2	2.13185
47100	1472	5	5	2.06351
47160	1473	4	3	2.1582
47220	1470	2	5	2.27997
47280	1473	8	5	2.39024
47340	1473	4	4	2.09259
47400	1472	6	7	2.30153
47460	1469	5	8	2.16375
47520	1473	9	5	2.06002
47580	1472	3	4	2.08728
47640	1470	3	5	2.11909
47700	1468	3	5	2.07036
47760	1467	3	4	2.00733
47820	1470	5	2	2.18011
47880	1472	4	2	2.02221
47940	1477	7	2	2.39994
48000	1478	5	4	2.20369
48060	1478	7	7	2.1526
48120	1481	6	3	2.20863
48180	1482	6	5	2.05126
48240	1484	9	7	2.11506
48300	1486	6	4	2.15444
48360	1492	7	1	2.39193
48420	1496	5	1	2.04412
48480	1494	4	6	2.15962
48540	1494	3	3	2.13979
48600	1496	5	3	2.28293
48660	1497	4	3	2.04039
48720	1493	2	6	2.1481
48780	1494	4	3	2.1383
48840	1497	6	3	2.08182
48900	1497	6	6	2.30403
48960	1495	2	4	2.62607
49020	1495	5	5	2.57005
49080	1495	2	2	2.39737
49140	1495	5	5	2.26413
49200	1497	6	4	2.00897
49260	1504	7	0	2.14159
49320	1500	7	11	2.04345
49380	1497	7	10	2.06658
49440	1496	6	7	2.11334
49500	1499	7	4	1.98163
49560	1495	2	6	2.11017
49620	1507	16	4	2.09157
49680	1508	4	3	2.10511
49740	1504	5	9	2.04459
49800	1505	8	7	2.20418
49860	1510	8	3	2.30541
49920	1516	10	4	2.2022
49980	1514	4	6	2.1026
50040	1513	4	5	2.1517
50100	1514	7	6	2.1357
50160	1511	1	4	2.28976
50220	1514	7	4	2.08707
50280	1507	2	9	2.13109
50340	1512	9	4	2.26572
50400	1513	5	4	2.3074
50460	1514	4	3	2.13219
50520	1513	4	5	2.23712
50580	1514	7	6	2.18281
50640	1511	4	7	2.14218
50700	1509	5	7	2.12359
50760	1517	9	1	2.07171
50820	1514	2	5	2.1218
50880	1512	4	6	2.35435
50940	1515	7	4	2.2488
51000	1514	9	10	2.23773
51060	1520	11	5	2.14669
51120	1529	11	2	2.17262
51180	1531	6	4	2.2557
51240	1532	4	3	2.36178
51300	1530	5	7	2.31928
51360	1530	4	4	2.09082
51420	1533	8	5	2.13709
51480	1527	2	8	2.10106
51540	1527	7	7	2.24071
51600	1528	5	4	2.24969
51660	1533	10	5	2.12008
51720	1540	8	1	2.10397
51780	1539	5	6	2.24879
51840	1538	4	5	2.01989
51900	1535	2	5	2.2
51960	1532	2	5	2.14867
52020	1534	5	3	2.19425
52080	1535	4	3	2.2589
52140	1541	8	2	2.08075
52200	1540	3	4	2.19153
52260	1539	4	5	2.07603
52320	1536	3	6	2.08262
52380	1535	6	7	2.23763
52440	1532	4	7	2.33032
52500	1533	8	7	2.1506
52560	1530	2	5	2.30922
52620	1535	7	2	2.26624
52680	1535	5	5	2.31227
52740	1532	8	11	2.46739
52800	1531	3	4	2.06947
52860	1524	0	7	2.26972
52920	1528	8	4	2.3566
52980	1535	8	1	2.04845
53040	1532	5	8	2.20447
53100	1534	7	5	2.19603
53160	1531	3	6	2.21335
53220	1532	7	6	2.15134
53280	1537	9	4	2.09069
53340	1544	11	4	2.16011
53400	1545	7	6	2.21168
53460	1541	6	10	2.08204
53520	1541	7	7	2.13865
53580	1539	5	7	2.27683
53640	1540	11	10	2.04757
53700	1546	10	4	2.18545
53760	1549	6	3	2.1711
53820	1554	8	3	2.00297
53880	1554	5	5	2.14214
53940	1552	3	5	2.06637
54000	1556	8	4	2.2468
54060	1549	5	12	2.23194
54120	1548	5	6	2.1187
54180	1551	6	3	2.17231
54240	1552	6	5	2.0645
54300	1551	4	5	2.17729
54360	1551	4	4	2.38544
54420	1552	6	5	2.42343
54480	1555	5	2	3.16243
54540	1564	12	3	2.58951
54600	1564	4	4	2.23837
54660	1569	9	4	2.15369
54720	1569	6	6	2.17062
54780	1576	10	3	2.2071
54840	1579	4	1	2.56506
54900	1580	2	1	2.19069
54960	1588	9	1	2.20097
55020	1589	5	4	2.45552
55080	1591	7	5	2.26369
55140	1588	2	5	2.37531
55200	1593	11	6	2.5735
55260	1595	6	4	2.40548
55320	1596	5	4	2.33244
55380	1598	7	5	2.16077
55440	1609	14	3	2.2803
55500	1612	5	2	2.29275
55560	1615	5	2	2.4374
55620	1616	4	3	2.43603
55680	1622	7	1	2.33287
55740	1622	5	5	2.30231
55800	1629	10	3	2.22069
55860	1629	5	5	2.25083
55920	1635	8	2	2.26829
55980	1633	4	6	2.11303
56040	1629	4	8	2.37681
56100	1628	7	8	2.56935
56160	1628	5	5	2.4497
56220	1628	2	2	2.53554
56280	1629	3	2	2.2607
56340	1630	6	5	2.46788
56400	1632	7	5	2.20116
