0	0
-5.426025391	-3.434707642
-8.476074219	-5.104118347
-7.002319336	1.102394104
-5.20111084	-1.546569824
-5.518920898	-1.585014343
-4.105957031	-7.893882751
-9.206787109	-11.66210938
-4.865478516	-14.8645401
-5.031860352	-22.88619995
-1.999389648	-23.04618835
0.395263672	-23.50166321
0.07623291	-26.38555527
-3.953491211	-16.17805481
-2.322631836	-18.1013298
-1.532287598	-10.60254669
2.38482666	-20.18574142
3.525085449	-14.90221786
3.901672363	-1.483940125
4.891357422	11.2990036
2.374938965	18.27469635
5.232116699	27.86035919
0.31817627	32.49729156
-2.510803223	31.0626297
-2.996948242	21.41607666
-7.346923828	12.87413788
-9.020446777	11.92294312
-15.66705322	1.956634521
-18.7755127	-2.788383484
-20.56460571	-1.102668762
-25.4241333	-6.334960938
-33.13180542	-6.344833374
-31.11700439	-10.53839874
-28.46737671	-7.387908936
-28.3843689	-7.63079071
-25.42218018	-9.092185974
-23.8057251	-14.59185791
-28.11340332	-13.69522095
-28.72561646	-15.31114197
-30.65325928	-20.08549118
-28.54364014	-23.81097412
-29.58981323	-35.26161194
-28.56192017	-32.28924942
-27.01623535	-32.77059937
-27.24517822	-41.43635941
-26.14538574	-42.26552963
-26.15081787	-27.46892548
-27.40008545	-18.92700958
-26.71130371	-16.5205307
-25.27880859	-16.10913467
-25.47631836	-12.75171661
-27.79534912	-14.06314087
-27.45214844	-12.08696747
-29.57681274	-13.00650406
-30.80297852	-15.80773544
-32.83117676	-21.38824081
-33.02383423	-23.93825912
-32.54519653	-21.49940109
-35.01400757	-22.23347092
-36.06686401	-19.86352921
-37.25045776	-20.9653511
0	0
-4.920959473	-5.476196289
-9.795532227	-11.39819336
-13.43963623	-15.99975586
-15.18536377	-19.0993042
-18.37945557	-22.19616699
-26.11865234	-27.13018799
-34.70733643	-34.12591553
-40.68719482	-41.51428223
-45.89160156	-47.04003906
-47.03790283	-48.67633057
-49.28503418	-50.93023682
-50.84460449	-51.84564209
-51.41278076	-53.02526855
-50.42205811	-53.60223389
-50.22796631	-51.64672852
-51.9934082	-52.59960938
-53.35131836	-53.44958496
-55.30975342	-55.50085449
-59.4864502	-57.76934814
-69.52044678	-66.19348145
-73.4185791	-72.21765137
-76.35241699	-76.2019043
-76.94775391	-78.25091553
-77.82208252	-78.95318604
-81.3001709	-83.35021973
-84.25860596	-88.34033203
-84.578125	-88.17150879
-83.04418945	-86.82244873
-84.1998291	-86.82659912
-85.78826904	-85.38378906
-84.63037109	-87.17541504
-83.07861328	-85.23498535
-78.90570068	-80.25854492
-66.09051514	-68.30975342
-60.49188232	-62.45599365
-57.77813721	-58.35540771
-57.34442139	-55.98828125
-53.02960205	-45.87384033
-41.54388428	-31.39776611
-33.27392578	-20.57214355
-29.19024658	-10.090271
-25.75109863	-3.436401367
-22.22619629	1.241516113
-17.19219971	7.696594238
-12.5133667	13.38317871
-9.580871582	21.3782959
-6.332946777	23.58392334
-5.470947266	24.27722168
-3.777282715	25.89099121
-3.079589844	25.81390381
-2.127502441	27.09783936
-1.844970703	28.49456787
-1.394836426	28.57055664
-0.706481934	29.75653076
1.023193359	31.56433105
1.572998047	32.29736328
3.397460938	34.13311768
3.702575684	35.02630615
5.882629395	36.37939453
7.975830078	38.41503906
0	0
0.464019775	-2.11138916
0.345581055	-0.367523193
2.565093994	-1.950012207
3.867645264	-1.165313721
0.03338623	0.555297852
-0.589904785	0.514648438
4.438659668	2.676940918
6.470001221	2.418395996
6.537384033	3.579772949
5.744995117	5.833251953
4.138305664	3.406219482
2.845245361	6.544372559
2.990966797	5.609375
4.022918701	4.457336426
0.993225098	1.531616211
1.360656738	1.970092773
1.370819092	2.199249268
2.02041626	1.470489502
3.576538086	2.149475098
3.701599121	1.442840576
3.421569824	-1.016723633
5.836761475	0.578796387
6.724517822	4.256408691
6.079528809	3.056732178
3.592834473	-3.231262207
5.790222168	1.931945801
4.175964355	1.660888672
7.741394043	5.35269165
13.05725098	14.05703735
11.21972656	11.42703247
13.41497803	9.834289551
12.9352417	7.694488525
16.18280029	4.651062012
16.00506592	6.383666992
14.24090576	4.14553833
11.82025146	-0.557617188
15.58947754	-2.5809021
11.77801514	-8.851837158
10.20043945	-18.96908569
9.242980957	-15.69168091
7.200439453	-20.96908569
7.216064453	-10.53790283
7.38848877	-10.7130127
6.2527771	-12.16046143
6.76751709	-12.94030762
7.381713867	-13.42373657
6.21484375	-13.51919556
4.977966309	-15.60501099
-2.328155518	-16.09735107
-7.809631348	-17.19155884
-16.11386108	-20.40994263
-27.13824463	-29.06970215
-31.08447266	-32.9715271
-25.05377197	-27.11303711
-30.24261475	-31.67062378
-42.90060425	-38.60751343
-48.79187012	-42.02856445
-53.70742798	-44.23651123
-57.64581299	-49.14089966
-65.08731079	-55.07717896
0	0
-15.99041748	-23.05502319
-19.99041748	-27.05502319
-39.99041748	-38.05502319
-33.51174927	-26.53884888
-37.46856689	-20.8678894
-44.41571045	-24.92886353
-43.04846191	-19.00521851
-44.10476685	-20.68685913
-50.54675293	-17.52233887
-56.69519043	-17.59518433
-58.38827515	-14.92611694
-46.48632813	-8.389404297
-42.7885437	4.783966064
-42.26907349	6.466796875
-45.35818481	11.68847656
-35.99041748	17.94497681
-39.99041748	19.94497681
-44.99041748	20.94497681
-35.23693848	23.83587646
-16.66976929	38.83468628
-25.60165405	44.81173706
-32.23171997	42.92575073
-30.58789063	44.18338013
-37.84817505	34.71508789
-53.39987183	31.53646851
-62.26309204	29.52963257
-64.06323242	27.03692627
-65.28045654	22.51089478
-65.89208984	20.42807007
-59.743927	14.96313477
-63.49230957	7.923461914
-69.20339966	1.63949585
-75.99041748	-5.055023193
-60.8104248	1.311340332
-66.01184082	2.127624512
-63.0909729	-0.471099854
-64.74700928	-0.037384033
-60.24783325	1.100280762
-57.87487793	1.204742432
-56.81277466	1.683807373
-67.42483521	-1.954284668
-60.71286011	2.882141113
-64.99041748	-4.055023193
-58.03912354	-1.036987305
-59.66378784	3.429595947
-65.26516724	4.734313965
-74.37817383	9.784790039
-75.36355591	22.83874512
-67.84963989	29.6368103
-61.3086853	29.15872192
-56.32974243	30.93310547
-64.22210693	29.72158813
-70.92172241	28.06756592
-87.75384521	21.49264526
-97.06658936	13.52606201
-94.93200684	10.5553894
-96.27667236	14.18737793
