0	0
-1.028594971	0.994750977
-0.621002197	2.320991516
0.342529297	3.633049011
0.622497559	2.562797546
1.094848633	4.538040161
2.134857178	7.900413513
3.590637207	10.75884247
4.573883057	14.87257385
4.50390625	15.48657227
5.171356201	17.6053772
4.936553955	18.34384155
4.925811768	20.690979
6.164978027	24.50639343
6.462219238	25.06147766
6.390441895	25.26481628
6.559661865	25.20941162
6.747161865	25.2297821
5.971160889	23.45458984
6.40020752	23.34788513
7.097290039	23.68170166
7.357299805	23.34896851
7.409057617	23.31365967
7.570343018	23.25361633
7.413024902	23.2272644
7.860839844	24.95243835
7.524200439	25.61851501
8.950256348	27.4246521
8.823608398	26.49943542
7.855834961	23.69804382
7.390441895	24.17759705
8.108276367	24.85510254
8.866577148	24.95411682
8.505523682	24.25389099
8.006164551	22.27049255
7.859863281	22.83479309
7.492095947	22.17457581
7.23840332	22.52095032
6.775512695	22.3487854
7.307952881	23.32249451
7.891052246	24.41117859
8.725189209	26.33528137
8.60647583	27.0342865
8.527191162	26.45440674
7.071746826	23.87486267
6.23739624	22.15536499
5.841644287	21.46781921
5.145629883	20.49243164
4.752380371	20.19377136
5.950073242	20.93928528
6.685760498	21.5584259
7.26852417	22.41400146
6.660583496	22.18942261
6.710723877	22.67414856
6.828094482	22.13348389
7.044067383	21.64312744
6.634460449	20.93812561
6.192993164	19.49717712
6.175170898	19.02726746
4.779052734	18.25730896
4.465179443	17.69599915
0	0
-1.73815918	-0.235015869
-5.301940918	-0.884246826
-3.201477051	-0.237335205
-3.989929199	-0.015991211
-6.096252441	0.030059814
-22.04095459	1.923858643
-28.25012207	2.092773438
-24.60464478	1.885437012
-17.73236084	1.844909668
-19.03875732	-1.264312744
-22.29962158	-0.118621826
-32.23892212	0.797973633
-36.41784668	0.638305664
-44.73236084	0.844909668
-53.73236084	0.844909668
-58.73236084	0.844909668
-51.54574585	2.941864014
-51.73236084	2.844909668
-68.262146	3.665802002
-78.82550049	6.013000488
-86.26300049	7.756591797
-89.68936157	7.819091797
-91.15029907	7.510803223
-93.57879639	7.12802124
-98.92297363	7.373077393
-99.2963562	7.643768311
-104.1080627	7.712188721
-107.9627991	8.645629883
-114.0739136	9.214080811
-118.0793152	9.84161377
-117.6180115	10.14172363
-113.833313	10.38674927
-113.8484802	9.976196289
-114.7049866	9.671508789
-113.8632507	9.906982422
-111.8928833	10.02209473
-114.2063599	10.39862061
-111.2185059	9.995147705
-110.5255432	10.04498291
-112.5413513	9.936553955
-107.5548706	10.40859985
-108.9856567	10.77844238
-110.5315247	10.31939697
-111.0829468	9.57925415
-111.313385	9.979888916
-111.2770691	9.879608154
