0	0.0				0.000000001		0.0				0.000000001
1	0.211387539		0.231229583 	0.357654864		0.367568603
2	0.224757039		0.28640256 		0.197460223		0.194783003
3	0.185406604		0.207650413 	0.279777057		0.312949312
4	0.328356139		0.5161567 		0.247467603		0.236387598
5	0.23942237		0.260539429 	0.284797896		0.306420749
6	0.214430111		0.209331687 	0.418199135		0.500060105
7	0.226629608		0.289912492 	0.26002244		0.238032935
8	0.256537231		0.291062 		0.315156145		0.398650183
9	0.194559634		0.257381862 	0.274495159		0.280906357
10	0.241345525		0.350915287 	0.250480047		0.261951382
11	0.213718462		0.24571321 		0.321092513		0.268127644
12	0.327953225		0.411532154 	0.364444009		0.306225588
13	0.236149318		0.225519043 	0.417047732		0.51075821
14	0.306037319		0.364007547 	0.249118033		0.35474261
15	0.320131484		0.339178074 	0.400001263		0.349095568
16	0.318138077		0.386587072 	0.364108632		0.342421182
17	0.239427309		0.309901449 	0.431024186		0.610474815
18	0.249736488		0.259603531 	0.405475457		0.587825714
19	0.313832495		0.347976314 	0.301590111		0.325334443
20	0.26905843		0.26214556 		0.371688764		0.417849206
21	0.263697517		0.247116803 	0.661872856		0.955742332
22	0.262195695		0.301629297 	0.347930995		0.323664332
23	0.246270723		0.273680207 	0.323111452		0.30987757
24	0.288632948		0.321800527 	0.401155024		0.29894402
25	0.28174321		0.278620249 	0.309753994		0.302864153
26	0.312454018		0.372709575 	0.337195674		0.272470136
27	0.28861088		0.222502179 	0.407336223		0.417788702
28	0.225845686		0.189294741 	0.29868571		0.355318427
29	0.256262969		0.238661419 	0.359246692		0.340144664
30	0.301040004		0.379224384 	0.454747911		0.512474204
31	0.343703328		0.323426254 	0.436872206		0.639217419
32	0.230646287		0.244875798 	0.258024436		0.27063854
33	0.290326328		0.263554941 	0.36680235		0.466864172
34	0.284345994		0.264546523 	0.319961835		0.313964413
35	0.271795168		0.350105401 	0.351699627		0.322848307
36	0.285296558		0.35013379 		0.37039482		0.367137154
37	0.237305742		0.286169849 	0.341236939		0.347219105
38	0.172697298		0.154639848 	0.314352688		0.269560874
39	0.314073068		0.264327265 	0.444439582		0.450838032
40	0.274788629		0.22545235 		0.291770135		0.241029697
41	0.319461939		0.296647607 	0.387477023		0.345419363
42	0.217901134		0.219901187 	0.364976286		0.542344564
43	0.247066317		0.210481368 	0.292397876		0.245976751
44	0.286161701		0.280049581 	0.442622385		0.532991195
45	0.302022948		0.259893433 	0.30894623		0.309025048
46	0.415978775		0.423339613 	0.380256461		0.291798799
47	0.356280843		0.353744121 	0.333063164		0.316591856
48	0.340926834		0.298904551 	0.406446208		0.365886867
49	0.358329871		0.311277441 	0.356285967		0.286828554
50	0.23312106		0.216193424 	0.326961093		0.307426456
51	0.302409739		0.286745636 	0.359871903		0.372781907
52	0.272380888		0.220195477 	0.304948147		0.302858478
53	0.356802603		0.291645143 	0.397588977		0.508443797
54	0.299840951		0.314236359 	0.293278911		0.365553602
55	0.298399143		0.32709281 		0.291908886		0.270673306
56	0.230776816		0.250773843 	0.275263093		0.274537602
57	0.227347657		0.254257907 	0.290145419		0.227133198
58	0.283375425		0.33057457 		0.383916117		0.281561639
59	0.285106481		0.299533694 	0.356008951		0.375699361
60	0.25469486		0.253193551 	0.43765396		0.44963861
